[2012/12/20 - 16:25:6] AdmCmd: AT Madara was fined $100 by David Smith, reason: UnRP Driving
[2013/1/13 - 10:26:46] AdmCmd: Lo Lem has been released tu nha tu by Sa lem, reason: tha cho lan nay vi ta chua fix lenh
[2013/1/13 - 10:27:53] AdmCmd: Mr Chuot da bi vao tu` boi? David Smith, reason: bunny hoping khi tron canh sat
[2013/1/13 - 10:28:5] AdmCmd: Mr Chuot has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 10:33:2] AdmCmd: William Gay was fined $100 by David Smith, reason: ko de xe giua duong
[2013/1/13 - 10:33:28] AdmCmd: Mr Chuot was fined $50000 by Sa lem, reason: Time Served qua nhieu lan
[2013/1/13 - 10:33:36] AdmCmd: Mr Chuot has been released tu nha tu by Sa lem, reason: Time Served
[2013/1/13 - 10:36:52] AdmCmd: Lo Lem da bi vao tu` boi? David Smith, reason: DM
[2013/1/13 - 10:40:14] AdmCmd: Tam Smith was fined $100 by David Smith, reason: meta gaming /dept
[2013/1/13 - 10:41:11] AdmCmd: Lo Lem was fined $100 by David Smith, reason: Ninja jacking
[2013/1/13 - 10:45:28] AdmCmd: Mr Chuot da bi vao tu` boi? David Smith, reason: Dead match
[2013/1/13 - 10:46:18] AdmCmd: Mr Chuot was warned by Sa lem, reason: DM qua nhieu
[2013/1/13 - 10:47:22] AdmCmd: Mr Chuot was warned by David Smith, reason: Learn to Fucking RP
[2013/1/13 - 10:47:40] AdmCmd: voz bitua was fined $1000 by Sa lem, reason: Car Raming
[2013/1/13 - 10:47:58] AdmCmd: Green Goblin was fined $100 by David Smith, reason: Bunny hoping
[2013/1/13 - 10:48:12] AdmCmd: Lo Lem was fined $1000 by David Smith, reason: chem gio
[2013/1/13 - 11:13:2] AdmCmd: William Gay da bi vao tu` boi? David Smith, reason: lam dung minigun
[2013/1/13 - 11:14:17] AdmCmd: William Gay has been released tu nha tu by Sa lem, reason: cho ra
[2013/1/13 - 12:10:52] AdmCmd: The Time was fined $100 by David Smith, reason: bunny hoping
[2013/1/13 - 12:19:20] AdmCmd: William Gay da bi vao tu` boi? David Smith, reason: DM
[2013/1/13 - 12:19:26] AdmCmd: William Gay da bi vao tu` boi? David Smith, reason: DM
[2013/1/13 - 12:19:30] AdmCmd: Hoang Vu da bi vao tu` boi? David Smith, reason: DM
[2013/1/13 - 12:20:34] AdmCmd: William Gay has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 12:20:38] AdmCmd: Hoang Vu has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 12:21:6] AdmCmd: Sa lem has been released tu nha tu by Sa lem, reason: time se` ve'
[2013/1/13 - 12:21:10] AdmCmd: Crazy Knight was fined $1000 by David Smith, reason: UNRP Driving
[2013/1/13 - 12:25:3] AdmCmd: Crazy Knight da bi vao tu` boi? David Smith, reason: car raming
[2013/1/13 - 12:26:51] AdmCmd: voz bitua was fined $100 by David Smith, reason: ko dung tren xe ban
[2013/1/13 - 12:27:58] AdmCmd: LoThi Visong has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 12:41:25] AdmCmd: Mickey Mouse was fined $50000 by Sa lem, reason: ngan can cuoc hop
[2013/1/13 - 12:54:39] AdmCmd: William Gay has been silent prisoned by Rick Tran, reason: leo treo
[2013/1/13 - 12:54:48] AdmCmd: William Gay has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 12:57:40] AdmCmd: Hoang Vu da bi vao tu` boi? David Smith, reason: UNRP Driving
[2013/1/13 - 12:58:47] AdmCmd: Hoang Vu has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 12:59:53] AdmCmd: Bo Pro da bi vao tu` boi? David Smith, reason: ninja jacking
[2013/1/13 - 13:0:2] AdmCmd: Bo Pro has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 13:8:22] AdmCmd: Oh God da bi vao tu` boi? David Smith, reason: DM
[2013/1/13 - 13:8:55] AdmCmd: LoThi Visong da bi vao tu` boi? David Smith, reason: DM
[2013/1/13 - 13:9:14] AdmCmd: LoThi Visong has been released tu nha tu by Sa lem, reason: time served
[2013/1/13 - 13:9:17] AdmCmd: Oh God has been released tu nha tu by Sa lem, reason: time served
[2013/1/13 - 13:10:12] AdmCmd: What Up da bi vao tu` boi? David Smith, reason: ninja jacking
[2013/1/13 - 13:10:30] AdmCmd: What Up was fined $100 by David Smith, reason: ninja jacking
[2013/1/13 - 13:10:30] AdmCmd: What Up has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 13:16:25] AdmCmd: Oh God was fined $100 by David Smith, reason: abuse /dept
[2013/1/13 - 13:18:1] AdmCmd: voz bitua da bi vao tu` boi? David Smith, reason: ninja jacking
[2013/1/13 - 13:18:8] AdmCmd: Extreme Voz was fined $100 by David Smith, reason: bunny hoping
[2013/1/13 - 13:18:18] AdmCmd: voz bitua has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 13:20:24] AdmCmd: LoThi Visong da bi vao tu` boi? David Smith, reason: DM
[2013/1/13 - 13:20:49] AdmCmd: LoThi Visong has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 13:24:57] AdmCmd: William Gay was fined $100 by David Smith, reason: UNRP Driving
[2013/1/13 - 13:31:9] AdmCmd: Oh God was fined $100 by David Smith, reason: Abuse /dept
[2013/1/13 - 13:44:25] AdmCmd: Madara Uchiha was fined $100 by David Smith, reason: Stop abuse /dept
[2013/1/13 - 13:47:48] AdmCmd: Oh God was fined $100 by David Smith, reason: mother fucking use /dept
[2013/1/13 - 13:54:14] AdmCmd: Rick Tran was fined $100 by David Smith, reason: Abuse water
[2013/1/13 - 13:54:45] AdmCmd: Oh God da bi vao tu` boi? David Smith, reason: learn to fucking /su
[2013/1/13 - 13:55:30] AdmCmd: Oh God has been released tu nha tu by David Smith, reason: k duoc /su. ban ko phai la canh sat. Time served
[2013/1/13 - 13:58:48] AdmCmd: Dragon Knight was fined $1000 by Sa lem, reason: bunny hop
[2013/1/13 - 14:0:21] AdmCmd: William Gay da bi vao tu` boi? David Smith, reason: dead match
[2013/1/13 - 14:0:26] AdmCmd: Yuki Sora da bi vao tu` boi? David Smith, reason: dead match
[2013/1/13 - 14:0:35] AdmCmd: Extreme Voz da bi vao tu` boi? David Smith, reason: dead match
[2013/1/13 - 14:0:40] AdmCmd: What Up da bi vao tu` boi? David Smith, reason: dead match
[2013/1/13 - 14:0:47] AdmCmd: Hoang Vu da bi vao tu` boi? David Smith, reason: DM
[2013/1/13 - 14:9:43] AdmCmd: Bo Pro has been silent prisoned by Rick Tran, reason: o
[2013/1/13 - 14:9:53] AdmCmd: Bo Pro has been released tu nha tu by Sa lem, reason: Time Served
[2013/1/13 - 14:10:21] AdmCmd: William Gay was fined $100 by David Smith, reason: meta gaming
[2013/1/13 - 14:22:14] AdmCmd: Green Goblin has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 14:30:12] AdmCmd: San And was fined $1000 by Sa lem, reason: cop bailting
[2013/1/13 - 14:44:1] AdmCmd: William Gay was fined $1000 by Sa lem, reason: Kill  while player injured
[2013/1/13 - 14:44:19] AdmCmd: William Gay was warned by Sa lem, reason: Kill wile player injured
[2013/1/13 - 15:0:40] AdmCmd: Ke Van Chuyen was fined $100 by David Smith, reason: ninja jacking
[2013/1/13 - 15:5:13] AdmCmd: Ke Van Chuyen was fined $500 by Sa lem, reason: khong co bang lai
[2013/1/13 - 16:29:16] AdmCmd: Troll Smith was muted from speaking in /newb by David Smith.
[2013/1/13 - 16:47:33] AdmCmd: Akatsuki Jonny da bi vao tu` boi? David Smith, reason: Dead match ( tan cong ko li do)
[2013/1/13 - 16:48:28] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 16:59:23] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 17:0:46] AdmCmd: David Smith was fined $1000 by David Smith, reason: UNRP Driving
[2013/1/13 - 17:1:23] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 17:11:9] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 17:11:11] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 18:18:10] AdmCmd: Jack Weskers has been released tu nha tu by Sa lem, reason: time served
[2013/1/13 - 18:33:37] AdmCmd: Extreme Voz was fined $100 by David Smith, reason: UNRP Driving
[2013/1/13 - 19:11:59] AdmCmd: Extreme Voz was fined $1 by David Smith, reason: ko dung tren xe
[2013/1/13 - 19:17:38] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 20:18:42] AdmCmd: David Smith was fined $1000 by David Smith, reason: UNRP DRIVING
[2013/1/13 - 20:24:24] AdmCmd: Akatsuki Jonny da bi vao tu` boi? David Smith, reason: unrp driving
[2013/1/13 - 20:24:38] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 20:41:5] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 20:43:16] AdmCmd: Extreme Voz has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 20:46:58] AdmCmd: Em tot bung has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 20:57:14] AdmCmd: Ke Van Chuyen da bi vao tu` boi? David Smith, reason: lay xe phun nuoc di pha ak
[2013/1/13 - 20:57:48] AdmCmd: Ke Van Chuyen has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 21:7:28] AdmCmd: Ke Van Chuyen was fined $100 by David Smith, reason: cho 5s ve cat xe phun nuoc
[2013/1/13 - 21:9:46] AdmCmd: US Rico da bi vao tu` boi? David Smith, reason: DM
[2013/1/13 - 21:10:59] AdmCmd: US Rico has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 21:22:38] AdmCmd: Em tot bung has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 21:26:1] AdmCmd: Akatsuki Jonny da bi vao tu` boi? David Smith, reason: Dead match
[2013/1/13 - 21:27:23] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 21:42:57] AdmCmd: Oh God was warned by David Smith, reason: su dung hack 2 lan roi nhe. 1 lan nua banned
[2013/1/13 - 21:58:28] AdmCmd: Akatsuki Jonny da bi vao tu` boi? David Smith, reason: car raming
[2013/1/13 - 21:58:36] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/13 - 22:3:16] AdmCmd: So funnyVOZ was fined $100 by David Smith, reason: k dung tren noc xe
[2013/1/13 - 22:16:55] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 4:54:52] AdmCmd: Happy Day was fined $1000 by Sa lem, reason: bunny hop
[2013/1/14 - 8:50:42] AdmCmd: Extreme Voz has been released tu nha tu by Rick Tran, reason: freedom
[2013/1/14 - 10:53:47] AdmCmd: Kangz Pham has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 12:15:58] AdmCmd: Yuki Sora has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 12:16:6] AdmCmd: Yuki Sora has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 12:35:39] AdmCmd: sweet online was fined $100 by Sa lem, reason: khong duoc pha truck
[2013/1/14 - 12:46:42] AdmCmd: Jack Weskers was fined $10000 by David Smith, reason: car raming
[2013/1/14 - 13:23:2] AdmCmd: Akatsuki Jonny was fined $100 by David Smith, reason: cop bailing
[2013/1/14 - 13:29:43] AdmCmd: Akatsuki Jonny da bi vao tu` boi? David Smith, reason: lam dung xe dap treu cop
[2013/1/14 - 13:30:22] AdmCmd: Akatsuki Jonny was fined $10000 by David Smith, reason: spam /i
[2013/1/14 - 13:32:14] AdmCmd: Akatsuki Jonny has been released tu nha tu by Sa lem, reason: time served
[2013/1/14 - 13:36:10] AdmCmd: Akatsuki Jonny was fined $1000 by David Smith, reason: spam /o
[2013/1/14 - 13:45:45] AdmCmd: Akatsuki Jonny da bi vao tu` boi? David Smith, reason: Revenge killing
[2013/1/14 - 13:52:35] AdmCmd: So funnyVOZ da bi vao tu` boi? David Smith, reason: /q de tron tranh khi bi pursuit
[2013/1/14 - 13:54:3] AdmCmd: So funnyVOZ has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 14:1:39] AdmCmd: Smith Voz was fined $100 by Sa lem, reason: DM 
[2013/1/14 - 14:1:48] AdmCmd: Happy Day was fined $100 by Sa lem, reason: DM
[2013/1/14 - 14:2:39] AdmCmd: William Gay was fined $10000 by Sa lem, reason: Sniper Kill Newbie
[2013/1/14 - 14:14:53] AdmCmd: What Up was fined $200000 by Sa lem, reason: House Update
[2013/1/14 - 14:22:35] AdmCmd: William Gay has been released tu nha tu by Sa lem, reason: time served
[2013/1/14 - 14:28:38] AdmCmd: Smith Voz has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 14:28:43] AdmCmd: DANG KHANg has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 14:36:46] AdmCmd: DANG KHANg has been released tu nha tu by David Smith, reason: tha
[2013/1/14 - 14:44:26] AdmCmd: Rick Tran was fined $100 by David Smith, reason: Cop bailing
[2013/1/14 - 14:48:11] AdmCmd: Rick Tran was fined $1000 by David Smith, reason: revenge killing
[2013/1/14 - 14:59:54] AdmCmd: So funnyVOZ was fined $10 by David Smith, reason: cop bailing
[2013/1/14 - 15:0:8] AdmCmd: So funnyVOZ was fined $100 by David Smith, reason: cop bailing
[2013/1/14 - 15:0:39] AdmCmd: DANG KHANG was fined $100 by Sa lem, reason: Stop Roleplay Selling
[2013/1/14 - 15:2:4] AdmCmd: William Gay da bi vao tu` boi? David Smith, reason: car raming
[2013/1/14 - 15:2:23] AdmCmd: William Gay has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 15:27:46] AdmCmd: DANG KHANG has been silent prisoned by Rick Tran, reason: ...
[2013/1/14 - 15:28:29] AdmCmd: DANG KHANG has been released tu nha tu by Rick Tran, reason: freedom
[2013/1/14 - 16:7:9] AdmCmd: terry skinnkoz has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 16:53:20] AdmCmd: Akatsuki Jonny has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 17:4:10] AdmCmd: What Up was fined $100 by David Smith, reason: spam /o
[2013/1/14 - 17:7:16] AdmCmd: Akatsuki Jonny da bi vao tu` boi? David Smith, reason: revenge killing
[2013/1/14 - 17:29:57] AdmCmd: Akatsuki Jonny was fined $10000 by David Smith, reason: cop bailing
[2013/1/14 - 17:38:10] AdmCmd: Rick Tran was fined $10000 by David Smith, reason: revenge killing
[2013/1/14 - 17:42:39] AdmCmd: Brown Smith da bi vao tu` boi? David Smith, reason: You not LAPD! you is DOC
[2013/1/14 - 17:44:10] AdmCmd: Brown Smith has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 17:54:54] AdmCmd: Romano Unique has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 18:1:4] AdmCmd: Romano Unique has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 18:2:56] AdmCmd: San VIP was fined $100 by Sa lem, reason: Stop Car RAmming
[2013/1/14 - 18:3:35] AdmCmd: David Smith was fined $10000 by Sa lem, reason: Stop Admin advertisement!!!
[2013/1/14 - 18:9:20] AdmCmd: Bo Pro has been released tu nha tu by Sa lem, reason: time served
[2013/1/14 - 18:12:2] AdmCmd: Bo Pro was muted from speaking in /newb by David Smith.
[2013/1/14 - 18:34:5] AdmCmd: FUB haha was fined $10000 by Sa lem, reason: Car RAmming Admin
[2013/1/14 - 18:35:48] AdmCmd: FUB haha da bi vao tu` boi? Sa lem, reason: 1
[2013/1/14 - 18:35:53] AdmCmd: FUB haha da bi vao tu` boi? Sa lem, reason: DeathMath
[2013/1/14 - 19:11:52] AdmCmd: Nguyen Tu da bi vao tu` boi? David Smith, reason: DM
[2013/1/14 - 19:12:4] AdmCmd: Nguyen Tu has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 19:13:21] AdmCmd: Carl Johnson da bi vao tu` boi? David Smith, reason: car raming
[2013/1/14 - 19:13:22] AdmCmd: Carl Johnson was fined $1000 by Sa lem, reason: lam dung xe cong so
[2013/1/14 - 19:34:0] AdmCmd: David Smith was fined $1000 by Sa lem, reason: Noi bua ne
[2013/1/14 - 19:34:16] AdmCmd: Brown Smith was fined $100 by David Smith, reason: meta gaming
[2013/1/14 - 19:38:0] AdmCmd: Extreme Voz da bi vao tu` boi? David Smith, reason: car raming
[2013/1/14 - 19:41:30] AdmCmd: William Gay was fined $100 by David Smith, reason: UNRP DRIVING
[2013/1/14 - 19:55:32] AdmCmd: San VIP da bi vao tu` boi? David Smith, reason: car raming
[2013/1/14 - 20:2:24] AdmCmd: sip idol was fined $100 by David Smith, reason: ko dung tren xe
[2013/1/14 - 20:7:30] AdmCmd: Brown Smith was fined $1000 by David Smith, reason: FUcking DOC! ban khong phai la LAPD! stop Pursuit!
[2013/1/14 - 20:9:44] AdmCmd: Extreme Voz was fined $1000 by Sa lem, reason: stop bunny hop
[2013/1/14 - 20:9:51] AdmCmd: MrCold Voz was fined $1000 by Sa lem, reason: stop bunny hop
[2013/1/14 - 20:10:55] AdmCmd: What Up was fined $100 by Sa lem, reason: Ban nguoi khong ly do - can tro cong viec
[2013/1/14 - 20:11:0] AdmCmd: MrCold Voz was fined $100 by Sa lem, reason: Ban nguoi khong ly do - can tro cong viec
[2013/1/14 - 20:11:10] AdmCmd: Extreme Voz was fined $100 by Sa lem, reason: Ban nguoi khong ly do - can tro cong viec
[2013/1/14 - 20:12:14] AdmCmd: San VIP was fined $1000 by Sa lem, reason: Stop Bunny hopping
[2013/1/14 - 20:13:15] AdmCmd: San VIP was fined $10000 by Sa lem, reason: Stop Bunny Hopping
[2013/1/14 - 20:15:16] AdmCmd: Max Scobin was fined $100 by Sa lem, reason: Bunny Hop
[2013/1/14 - 20:26:43] AdmCmd: MrCold Voz was fined $100 by David Smith, reason: bunny hoping
[2013/1/14 - 20:47:1] AdmCmd: San VIP da bi vao tu` boi? David Smith, reason: car raming, ninja jacking
[2013/1/14 - 20:47:30] AdmCmd: San VIP has been released tu nha tu by Rick Tran, reason: freedom
[2013/1/14 - 20:48:49] AdmCmd: Romano Unique was fined $1000 by Sa lem, reason: Car RAmming all
[2013/1/14 - 20:52:58] AdmCmd: William Gay was fined $10000 by David Smith, reason: spam /o
[2013/1/14 - 21:0:27] AdmCmd: MrCold Voz da bi vao tu` boi? David Smith, reason: revenge killing
[2013/1/14 - 21:0:44] AdmCmd: Extreme Voz da bi vao tu` boi? David Smith, reason: revenge killing
[2013/1/14 - 21:2:25] AdmCmd: MrCold Voz was muted from speaking in /newb by David Smith.
[2013/1/14 - 21:4:25] AdmCmd: Extreme Voz has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 21:4:28] AdmCmd: MrCold Voz has been released tu nha tu by David Smith, reason: time served
[2013/1/14 - 21:26:38] AdmCmd: Jack Weskers has been released tu nha tu by Sa lem, reason: cho ra
[2013/1/14 - 21:31:52] AdmCmd: Akatsuki Jonny has been silent prisoned by Rick Tran, reason: dm
[2013/1/14 - 21:32:14] AdmCmd: Akatsuki Jonny has been released tu nha tu by Rick Tran, reason: freedom
[2013/1/14 - 21:46:17] AdmCmd: Extreme Voz was fined $100 by Sa lem, reason: Kill Newbie
[2013/1/14 - 23:4:6] AdmCmd: Hoiquanngo VoZ has been released tu nha tu by Rick Tran, reason: freedom
[2013/1/15 - 9:17:45] AdmCmd: Thomas Jefferson was fined $100 by David Smith, reason: buny hoping
[2013/1/15 - 9:17:52] AdmCmd: Thomas Jefferson was fined $1000 by David Smith, reason: buny hoping
[2013/1/15 - 9:18:14] AdmCmd: Thomas Jefferson was fined $10000 by David Smith, reason: bunny hoping
[2013/1/15 - 9:22:24] AdmCmd: Thomas Jefferson da bi vao tu` boi? David Smith, reason: bunny hoping
